setu,date,home_team,home_victory,home_score,away_team,away_score,home_away,attendance,arena
1,10.04,千葉,lose,72,川崎,81,home,5067,船橋
1,10.04,川崎,win,81,千葉,72,away,5067,船橋
1,10.06,秋田,lose,67,琉球,84,home,3873,CNA
1,10.06,琉球,win,84,秋田,67,away,3873,CNA
1,10.06,三遠,win,77,京都,64,home,2146,豊橋
1,10.06,京都,lose,64,三遠,77,away,2146,豊橋
1,10.06,滋賀,lose,73,新潟,78,home,2568,ウカル
1,10.06,新潟,win,78,滋賀,73,away,2568,ウカル
1,10.06,北海道,lose,68,大阪,74,home,4738,北海きた
1,10.06,大阪,win,74,北海道,68,away,4738,北海きた
1,10.06,千葉,lose,66,川崎,68,home,4941,船橋
1,10.06,川崎,win,68,千葉,66,away,4941,船橋
1,10.06,A東京,win,73,SR渋谷,71,home,2787,立川立飛
1,10.06,SR渋谷,lose,71,A東京,73,away,2787,立川立飛
1,10.06,名古屋D,win,80,三河,75,home,3420,ドルアリ
1,10.06,三河,lose,75,名古屋D,80,away,3420,ドルアリ
1,10.06,富山,win,94,横浜,82,home,3903,富山市総
1,10.06,横浜,lose,82,富山,94,away,3903,富山市総
1,10.06,福岡,lose,67,栃木,79,home,3263,福岡市民
1,10.06,栃木,win,79,福岡,67,away,3263,福岡市民
1,10.07,富山,win,101,横浜,77,home,3116,富山市総
1,10.07,横浜,lose,77,富山,101,away,3116,富山市総
1,10.07,北海道,win,70,大阪,53,home,3843,北海きた
1,10.07,大阪,lose,53,北海道,70,away,3843,北海きた
1,10.07,秋田,lose,66,琉球,71,home,3788,CNA
1,10.07,琉球,win,71,秋田,66,away,3788,CNA
1,10.07,三遠,lose,88,京都,93,home,2139,豊橋
1,10.07,京都,win,93,三遠,88,away,2139,豊橋
1,10.07,滋賀,win,75,新潟,71,home,2480,ウカル
1,10.07,新潟,lose,71,滋賀,75,away,2480,ウカル
1,10.07,福岡,lose,73,栃木,82,home,3024,福岡市民
1,10.07,栃木,win,82,福岡,73,away,3024,福岡市民
1,10.07,A東京,win,87,SR渋谷,79,home,3102,立川立飛
1,10.07,SR渋谷,lose,79,A東京,87,away,3102,立川立飛
1,10.07,名古屋D,win,96,三河,93,home,3133,ドルアリ
1,10.07,三河,lose,93,名古屋D,96,away,3133,ドルアリ
2,10.11,新潟,win,84,秋田,74,home,1909,東総合
2,10.11,秋田,lose,74,新潟,84,away,1909,東総合
2,10.12,栃木,win,104,富山,84,home,3796,ブレアリ
2,10.12,富山,lose,84,栃木,104,away,3796,ブレアリ
2,10.12,川崎,win,76,滋賀,64,home,4708,とどろき
2,10.12,滋賀,lose,64,川崎,76,away,4708,とどろき
2,10.12,新潟,win,104,秋田,92,home,2053,東総合
2,10.12,秋田,lose,92,新潟,104,away,2053,東総合
2,10.12,京都,win,84,横浜,80,home,1458,ハンアリ
2,10.12,横浜,lose,80,京都,84,away,1458,ハンアリ
2,10.12,大阪,win,73,福岡,56,home,1383,住吉SC
2,10.12,福岡,lose,56,大阪,73,away,1383,住吉SC
2,10.12,琉球,win,88,名古屋D,87,home,3240,沖縄市
2,10.12,名古屋D,lose,87,琉球,88,away,3240,沖縄市
2,10.13,三河,lose,69,A東京,77,home,2912,WA刈谷
2,10.13,A東京,win,77,三河,69,away,2912,WA刈谷
2,10.13,京都,win,87,横浜,81,home,1384,ハンアリ
2,10.13,横浜,lose,81,京都,87,away,1384,ハンアリ
2,10.13,大阪,win,89,福岡,65,home,1750,住吉SC
2,10.13,福岡,lose,65,大阪,89,away,1750,住吉SC
2,10.13,琉球,win,79,名古屋D,68,home,3261,沖縄市
2,10.13,名古屋D,lose,68,琉球,79,away,3261,沖縄市
2,10.13,川崎,lose,68,滋賀,80,home,4815,とどろき
2,10.13,滋賀,win,80,川崎,68,away,4815,とどろき
2,10.13,千葉,win,70,三遠,60,home,3890,船橋
2,10.13,三遠,lose,60,千葉,70,away,3890,船橋
2,10.13,栃木,win,85,富山,80,home,4014,ブレアリ
2,10.13,富山,lose,80,栃木,85,away,4014,ブレアリ
2,10.13,SR渋谷,win,67,北海道,66,home,2749,青山学院
2,10.13,北海道,lose,66,SR渋谷,67,away,2749,青山学院
2,10.14,SR渋谷,lose,57,北海道,76,home,2544,青山学院
2,10.14,北海道,win,76,SR渋谷,57,away,2544,青山学院
2,10.14,三河,lose,55,A東京,65,home,3002,WA刈谷
2,10.14,A東京,win,65,三河,55,away,3002,WA刈谷
2,10.14,千葉,win,73,三遠,56,home,4222,船橋
2,10.14,三遠,lose,56,千葉,73,away,4222,船橋
3,10.17,北海道,lose,63,千葉,93,home,4058,北海きた
3,10.17,千葉,win,93,北海道,63,away,4058,北海きた
3,10.17,A東京,lose,74,栃木,79,home,2780,立川立飛
3,10.17,栃木,win,79,A東京,74,away,2780,立川立飛
3,10.17,SR渋谷,lose,58,秋田,63,home,1516,墨田区
3,10.17,秋田,win,63,SR渋谷,58,away,1516,墨田区
3,10.17,川崎,win,69,三河,60,home,2403,とどろき
3,10.17,三河,lose,60,川崎,69,away,2403,とどろき
3,10.17,横浜,lose,84,富山,88,home,3288,横浜文体
3,10.17,富山,win,88,横浜,84,away,3288,横浜文体
3,10.17,新潟,win,61,三遠,48,home,2957,アオーレ
3,10.17,三遠,lose,48,新潟,61,away,2957,アオーレ
3,10.17,名古屋D,win,89,福岡,76,home,2041,ドルアリ
3,10.17,福岡,lose,76,名古屋D,89,away,2041,ドルアリ
3,10.17,滋賀,lose,60,大阪,64,home,1529,ウカル
3,10.17,大阪,win,64,滋賀,60,away,1529,ウカル
3,10.17,京都,win,94,琉球,89,home,1387,向日市
3,10.17,琉球,lose,89,京都,94,away,1387,向日市
4,10.20,秋田,win,72,福岡,71,home,2475,CNA
4,10.20,福岡,lose,71,秋田,72,away,2475,CNA
4,10.20,三遠,lose,63,琉球,96,home,1436,豊橋
4,10.20,琉球,win,96,三遠,63,away,1436,豊橋
4,10.20,栃木,lose,70,北海道,72,home,2807,県南
4,10.20,北海道,win,72,栃木,70,away,2807,県南
4,10.20,A東京,win,89,川崎,67,home,2542,立川立飛
4,10.20,川崎,lose,67,A東京,89,away,2542,立川立飛
4,10.20,三河,win,74,SR渋谷,64,home,2137,岡崎中総
4,10.20,SR渋谷,lose,64,三河,74,away,2137,岡崎中総
4,10.20,千葉,win,98,新潟,90,home,4526,船橋
4,10.20,新潟,lose,90,千葉,98,away,4526,船橋
4,10.20,横浜,win,80,滋賀,76,home,2794,横浜国プ
4,10.20,滋賀,lose,76,横浜,80,away,2794,横浜国プ
4,10.20,富山,win,90,京都,71,home,2220,富山市総
4,10.20,京都,lose,71,富山,90,away,2220,富山市総
4,10.20,大阪,lose,63,名古屋D,76,home,2484,おおきに
4,10.20,名古屋D,win,76,大阪,63,away,2484,おおきに
4,10.21,富山,win,95,京都,64,home,2075,富山市総
4,10.21,京都,lose,64,富山,95,away,2075,富山市総
4,10.21,秋田,win,73,福岡,53,home,3179,CNA
4,10.21,福岡,lose,53,秋田,73,away,3179,CNA
4,10.21,横浜,win,72,滋賀,70,home,2691,横浜国プ
4,10.21,滋賀,lose,70,横浜,72,away,2691,横浜国プ
4,10.21,三遠,lose,60,琉球,91,home,1985,豊橋
4,10.21,琉球,win,91,三遠,60,away,1985,豊橋
4,10.21,大阪,lose,70,名古屋D,80,home,2619,おおきに
4,10.21,名古屋D,win,80,大阪,70,away,2619,おおきに
4,10.21,栃木,win,79,北海道,70,home,2877,県南
4,10.21,北海道,lose,70,栃木,79,away,2877,県南
4,10.21,千葉,win,94,新潟,87,home,4938,船橋
4,10.21,新潟,lose,87,千葉,94,away,4938,船橋
4,10.21,A東京,win,66,川崎,46,home,3074,立川立飛
4,10.21,川崎,lose,46,A東京,66,away,3074,立川立飛
4,10.21,三河,win,76,SR渋谷,71,home,2604,岡崎中総
4,10.21,SR渋谷,lose,71,三河,76,away,2604,岡崎中総
5,10.24,秋田,lose,74,栃木,77,home,3766,CNA
5,10.24,栃木,win,77,秋田,74,away,3766,CNA
5,10.24,千葉,win,110,北海道,78,home,4008,船橋
5,10.24,北海道,lose,78,千葉,110,away,4008,船橋
5,10.24,SR渋谷,lose,61,A東京,62,home,2118,墨田区
5,10.24,A東京,win,62,SR渋谷,61,away,2118,墨田区
5,10.24,川崎,lose,56,三遠,65,home,3021,とどろき
5,10.24,三遠,win,65,川崎,56,away,3021,とどろき
5,10.24,横浜,lose,72,新潟,88,home,2242,横浜国プ
5,10.24,新潟,win,88,横浜,72,away,2242,横浜国プ
5,10.24,三河,win,94,富山,71,home,2170,WA刈谷
5,10.24,富山,lose,71,三河,94,away,2170,WA刈谷
5,10.24,滋賀,lose,77,名古屋D,84,home,1475,ウカル
5,10.24,名古屋D,win,84,滋賀,77,away,1475,ウカル
5,10.24,福岡,lose,72,京都,81,home,1535,北九州
5,10.24,京都,win,81,福岡,72,away,1535,北九州
5,10.24,琉球,win,81,大阪,48,home,3146,沖縄市
5,10.24,大阪,lose,48,琉球,81,away,3146,沖縄市
6,10.26,琉球,win,68,川崎,60,home,3311,沖縄市
6,10.26,川崎,lose,60,琉球,68,away,3311,沖縄市
6,10.27,琉球,lose,72,川崎,75,home,3362,沖縄市
6,10.27,川崎,win,75,琉球,72,away,3362,沖縄市
6,10.27,名古屋D,win,90,福岡,78,home,3846,ドルアリ
6,10.27,福岡,lose,78,名古屋D,90,away,3846,ドルアリ
6,10.27,SR渋谷,lose,79,横浜,84,home,2253,青山学院
6,10.27,横浜,win,84,SR渋谷,79,away,2253,青山学院
6,10.27,新潟,win,77,三遠,54,home,1952,RP上越
6,10.27,三遠,lose,54,新潟,77,away,1952,RP上越
6,10.27,富山,win,90,秋田,75,home,1829,富山県総
6,10.27,秋田,lose,75,富山,90,away,1829,富山県総
6,10.27,京都,lose,67,A東京,77,home,1792,ハンアリ
6,10.27,A東京,win,77,京都,67,away,1792,ハンアリ
6,10.27,大阪,lose,69,千葉,80,home,3765,おおきに
6,10.27,千葉,win,80,大阪,69,away,3765,おおきに
6,10.28,富山,win,98,秋田,80,home,1805,富山県総
6,10.28,秋田,lose,80,富山,98,away,1805,富山県総
6,10.28,SR渋谷,win,77,横浜,73,home,2277,青山学院
6,10.28,横浜,lose,73,SR渋谷,77,away,2277,青山学院
6,10.28,新潟,lose,72,三遠,91,home,1958,RP上越
6,10.28,三遠,win,91,新潟,72,away,1958,RP上越
6,10.28,京都,win,79,A東京,70,home,1932,ハンアリ
6,10.28,A東京,lose,70,京都,79,away,1932,ハンアリ
6,10.28,大阪,lose,63,千葉,77,home,3845,おおきに
6,10.28,千葉,win,77,大阪,63,away,3845,おおきに
6,10.28,北海道,lose,72,栃木,86,home,6042,北海きた
6,10.28,栃木,win,86,北海道,72,away,6042,北海きた
6,10.28,名古屋D,win,91,福岡,88,home,4186,ドルアリ
6,10.28,福岡,lose,88,名古屋D,91,away,4186,ドルアリ
6,10.29,北海道,lose,60,栃木,85,home,3425,北海きた
6,10.29,栃木,win,85,北海道,60,away,3425,北海きた
6,10.29,滋賀,lose,56,三河,77,home,1587,ウカル
6,10.29,三河,win,77,滋賀,56,away,1587,ウカル
6,10.30,滋賀,lose,75,三河,78,home,1628,ウカル
6,10.30,三河,win,78,滋賀,75,away,1628,ウカル
7,11.02,A東京,lose,53,琉球,67,home,2363,立川立飛
7,11.02,琉球,win,67,A東京,53,away,2363,立川立飛
7,11.02,福岡,lose,95,京都,98,home,1205,福岡市民
7,11.02,京都,win,98,福岡,95,away,1205,福岡市民
7,11.03,三遠,win,86,北海道,80,home,1531,豊橋
7,11.03,北海道,lose,80,三遠,86,away,1531,豊橋
7,11.03,三河,win,83,富山,78,home,2468,WA刈谷
7,11.03,富山,lose,78,三河,83,away,2468,WA刈谷
7,11.03,福岡,win,100,京都,47,home,1339,福岡市民
7,11.03,京都,lose,47,福岡,100,away,1339,福岡市民
7,11.03,千葉,win,85,SR渋谷,83,home,4831,船橋
7,11.03,SR渋谷,lose,83,千葉,85,away,4831,船橋
7,11.03,A東京,lose,69,琉球,75,home,2936,立川立飛
7,11.03,琉球,win,75,A東京,69,away,2936,立川立飛
7,11.03,栃木,lose,90,滋賀,93,home,3647,ブレアリ
7,11.03,滋賀,win,93,栃木,90,away,3647,ブレアリ
7,11.03,秋田,lose,83,名古屋D,97,home,2531,CNA
7,11.03,名古屋D,win,97,秋田,83,away,2531,CNA
7,11.03,横浜,lose,72,新潟,79,home,2536,横浜国プ
7,11.03,新潟,win,79,横浜,72,away,2536,横浜国プ
7,11.03,大阪,lose,79,川崎,80,home,2271,おおきに
7,11.03,川崎,win,80,大阪,79,away,2271,おおきに
7,11.04,秋田,lose,68,名古屋D,84,home,2707,CNA
7,11.04,名古屋D,win,84,秋田,68,away,2707,CNA
7,11.04,横浜,lose,63,新潟,87,home,2833,横浜国プ
7,11.04,新潟,win,87,横浜,63,away,2833,横浜国プ
7,11.04,三遠,lose,75,北海道,88,home,2705,豊橋
7,11.04,北海道,win,88,三遠,75,away,2705,豊橋
7,11.04,三河,win,91,富山,72,home,2701,WA刈谷
7,11.04,富山,lose,72,三河,91,away,2701,WA刈谷
7,11.04,大阪,lose,80,川崎,83,home,2358,おおきに
7,11.04,川崎,win,83,大阪,80,away,2358,おおきに
7,11.04,栃木,win,98,滋賀,61,home,3489,ブレアリ
7,11.04,滋賀,lose,61,栃木,98,away,3489,ブレアリ
7,11.04,千葉,win,78,SR渋谷,70,home,5226,船橋
7,11.04,SR渋谷,lose,70,千葉,78,away,5226,船橋
8,11.07,栃木,win,73,千葉,61,home,3917,ブレアリ
8,11.07,千葉,lose,61,栃木,73,away,3917,ブレアリ
8,11.07,北海道,lose,72,SR渋谷,91,home,3008,北海きた
8,11.07,SR渋谷,win,91,北海道,72,away,3008,北海きた
8,11.07,A東京,win,100,秋田,55,home,1879,立川立飛
8,11.07,秋田,lose,55,A東京,100,away,1879,立川立飛
8,11.07,横浜,lose,90,三遠,97,home,2213,横浜国プ
8,11.07,三遠,win,97,横浜,90,away,2213,横浜国プ
8,11.07,新潟,win,76,三河,70,home,3129,アオーレ
8,11.07,三河,lose,70,新潟,76,away,3129,アオーレ
8,11.07,富山,lose,78,川崎,87,home,1551,富山県総
8,11.07,川崎,win,87,富山,78,away,1551,富山県総
8,11.07,名古屋D,win,72,滋賀,56,home,1640,PA小牧
8,11.07,滋賀,lose,56,名古屋D,72,away,1640,PA小牧
8,11.07,京都,win,78,大阪,65,home,1430,ハンアリ
8,11.07,大阪,lose,65,京都,78,away,1430,ハンアリ
8,11.07,琉球,lose,73,福岡,77,home,3321,沖縄市
8,11.07,福岡,win,77,琉球,73,away,3321,沖縄市
9,11.10,名古屋D,lose,63,秋田,79,home,2469,ドルアリ
9,11.10,秋田,win,79,名古屋D,63,away,2469,ドルアリ
9,11.10,栃木,win,97,福岡,65,home,4016,ブレアリ
9,11.10,福岡,lose,65,栃木,97,away,4016,ブレアリ
9,11.10,千葉,lose,84,琉球,86,home,4648,船橋
9,11.10,琉球,win,86,千葉,84,away,4648,船橋
9,11.10,SR渋谷,win,76,三河,71,home,2003,青山学院
9,11.10,三河,lose,71,SR渋谷,76,away,2003,青山学院
9,11.10,川崎,win,79,A東京,66,home,4238,とどろき
9,11.10,A東京,lose,66,川崎,79,away,4238,とどろき
9,11.10,新潟,win,78,北海道,63,home,2325,東総合
9,11.10,北海道,lose,63,新潟,78,away,2325,東総合
9,11.10,滋賀,lose,84,富山,91,home,2219,ウカル
9,11.10,富山,win,91,滋賀,84,away,2219,ウカル
9,11.10,京都,win,80,三遠,76,home,3703,ハンアリ
9,11.10,三遠,lose,76,京都,80,away,3703,ハンアリ
9,11.10,大阪,win,86,横浜,81,home,1605,おおきに
9,11.10,横浜,lose,81,大阪,86,away,1605,おおきに
9,11.11,滋賀,lose,72,富山,85,home,2174,ウカル
9,11.11,富山,win,85,滋賀,72,away,2174,ウカル
9,11.11,大阪,win,78,横浜,68,home,3088,おおきに
9,11.11,横浜,lose,68,大阪,78,away,3088,おおきに
9,11.11,SR渋谷,win,81,三河,79,home,1952,青山学院
9,11.11,三河,lose,79,SR渋谷,81,away,1952,青山学院
9,11.11,名古屋D,win,79,秋田,54,home,2534,ドルアリ
9,11.11,秋田,lose,54,名古屋D,79,away,2534,ドルアリ
9,11.11,京都,lose,65,三遠,78,home,1664,ハンアリ
9,11.11,三遠,win,78,京都,65,away,1664,ハンアリ
9,11.11,栃木,win,86,福岡,66,home,3505,ブレアリ
9,11.11,福岡,lose,66,栃木,86,away,3505,ブレアリ
9,11.11,千葉,win,84,琉球,66,home,5423,船橋
9,11.11,琉球,lose,66,千葉,84,away,5423,船橋
9,11.11,新潟,win,82,北海道,76,home,2351,東総合
9,11.11,北海道,lose,76,新潟,82,away,2351,東総合
9,11.11,川崎,lose,70,A東京,87,home,4470,とどろき
9,11.11,A東京,win,87,川崎,70,away,4470,とどろき
10,11.16,三河,win,87,名古屋D,71,home,3160,SH豊田
10,11.16,名古屋D,lose,71,三河,87,away,3160,SH豊田
10,11.17,三遠,lose,75,滋賀,81,home,1360,豊橋
10,11.17,滋賀,win,81,三遠,75,away,1360,豊橋
10,11.17,北海道,lose,69,川崎,85,home,2084,帯広総合
10,11.17,川崎,win,85,北海道,69,away,2084,帯広総合
10,11.17,千葉,win,88,大阪,58,home,4635,船橋
10,11.17,大阪,lose,58,千葉,88,away,4635,船橋
10,11.17,三河,win,76,名古屋D,65,home,3855,SH豊田
10,11.17,名古屋D,lose,65,三河,76,away,3855,SH豊田
10,11.17,秋田,lose,58,新潟,65,home,2118,能代総体
10,11.17,新潟,win,65,秋田,58,away,2118,能代総体
10,11.17,SR渋谷,lose,64,京都,65,home,1984,青山学院
10,11.17,京都,win,65,SR渋谷,64,away,1984,青山学院
10,11.17,横浜,lose,71,福岡,78,home,2736,横浜国プ
10,11.17,福岡,win,78,横浜,71,away,2736,横浜国プ
10,11.17,富山,lose,70,栃木,96,home,3800,富山市総
10,11.17,栃木,win,96,富山,70,away,3800,富山市総
10,11.17,琉球,lose,54,A東京,57,home,3558,沖縄市
10,11.17,A東京,win,57,琉球,54,away,3558,沖縄市
10,11.18,北海道,lose,74,川崎,82,home,2464,帯広総合
10,11.18,川崎,win,82,北海道,74,away,2464,帯広総合
10,11.18,富山,lose,65,栃木,74,home,4016,富山市総
10,11.18,栃木,win,74,富山,65,away,4016,富山市総
10,11.18,秋田,win,75,新潟,67,home,2330,能代総体
10,11.18,新潟,lose,67,秋田,75,away,2330,能代総体
10,11.18,SR渋谷,win,85,京都,78,home,1956,青山学院
10,11.18,京都,lose,78,SR渋谷,85,away,1956,青山学院
10,11.18,横浜,win,85,福岡,73,home,2901,横浜国プ
10,11.18,福岡,lose,73,横浜,85,away,2901,横浜国プ
10,11.18,三遠,win,75,滋賀,65,home,1803,豊橋
10,11.18,滋賀,lose,65,三遠,75,away,1803,豊橋
10,11.18,千葉,win,81,大阪,59,home,5586,船橋
10,11.18,大阪,lose,59,千葉,81,away,5586,船橋
10,11.18,琉球,win,71,A東京,56,home,3467,沖縄市
10,11.18,A東京,lose,56,琉球,71,away,3467,沖縄市
11,11.23,秋田,win,64,三河,62,home,3250,CNA
11,11.23,三河,lose,62,秋田,64,away,3250,CNA
11,11.23,富山,lose,97,名古屋D,99,home,2226,富山西部
11,11.23,名古屋D,win,99,富山,97,away,2226,富山西部
11,11.23,三遠,lose,66,千葉,87,home,2251,豊橋
11,11.23,千葉,win,87,三遠,66,away,2251,豊橋
11,11.23,滋賀,lose,58,SR渋谷,87,home,2094,守山市民
11,11.23,SR渋谷,win,87,滋賀,58,away,2094,守山市民
11,11.23,A東京,lose,85,京都,87,home,3006,立川立飛
11,11.23,京都,win,87,A東京,85,away,3006,立川立飛
11,11.23,横浜,lose,53,琉球,89,home,3541,横浜国プ
11,11.23,琉球,win,89,横浜,53,away,3541,横浜国プ
11,11.23,大阪,win,81,北海道,70,home,2222,おおきに
11,11.23,北海道,lose,70,大阪,81,away,2222,おおきに
11,11.23,福岡,win,71,新潟,68,home,1731,久留米
11,11.23,新潟,lose,68,福岡,71,away,1731,久留米
11,11.23,川崎,lose,79,栃木,86,home,4532,とどろき
11,11.23,栃木,win,86,川崎,79,away,4532,とどろき
11,11.24,富山,win,98,名古屋D,89,home,1939,富山西部
11,11.24,名古屋D,lose,89,富山,98,away,1939,富山西部
11,11.24,三遠,lose,74,千葉,95,home,2330,豊橋
11,11.24,千葉,win,95,三遠,74,away,2330,豊橋
11,11.24,秋田,win,81,三河,61,home,2997,CNA
11,11.24,三河,lose,61,秋田,81,away,2997,CNA
11,11.24,横浜,lose,58,琉球,75,home,3463,横浜国プ
11,11.24,琉球,win,75,横浜,58,away,3463,横浜国プ
11,11.24,滋賀,lose,78,SR渋谷,81,home,2022,守山市民
11,11.24,SR渋谷,win,81,滋賀,78,away,2022,守山市民
11,11.24,福岡,lose,69,新潟,73,home,1426,久留米
11,11.24,新潟,win,73,福岡,69,away,1426,久留米
11,11.24,A東京,win,85,京都,82,home,2663,立川立飛
11,11.24,京都,lose,82,A東京,85,away,2663,立川立飛
11,11.24,川崎,lose,75,栃木,79,home,4567,とどろき
11,11.24,栃木,win,79,川崎,75,away,4567,とどろき
11,11.24,大阪,win,90,北海道,76,home,1872,おおきに
11,11.24,北海道,lose,76,大阪,90,away,1872,おおきに
12,12.07,三河,win,99,福岡,74,home,1820,WA刈谷
12,12.07,福岡,lose,74,三河,99,away,1820,WA刈谷
12,12.08,滋賀,lose,60,三遠,69,home,1918,ウカル
12,12.08,三遠,win,69,滋賀,60,away,1918,ウカル
12,12.08,京都,lose,71,秋田,80,home,1109,福知山
12,12.08,秋田,win,80,京都,71,away,1109,福知山
12,12.08,栃木,lose,90,琉球,93,home,4450,ブレアリ
12,12.08,琉球,win,93,栃木,90,away,4450,ブレアリ
12,12.08,三河,win,69,福岡,62,home,2148,WA刈谷
12,12.08,福岡,lose,62,三河,69,away,2148,WA刈谷
12,12.08,名古屋D,lose,66,千葉,95,home,4025,ドルアリ
12,12.08,千葉,win,95,名古屋D,66,away,4025,ドルアリ
12,12.08,北海道,lose,80,富山,85,home,3097,北海きた
12,12.08,富山,win,85,北海道,80,away,3097,北海きた
12,12.08,SR渋谷,win,62,大阪,50,home,1779,青山学院
12,12.08,大阪,lose,50,SR渋谷,62,away,1779,青山学院
12,12.08,川崎,win,94,横浜,55,home,3798,とどろき
12,12.08,横浜,lose,55,川崎,94,away,3798,とどろき
12,12.08,新潟,win,68,A東京,63,home,4079,アオーレ
12,12.08,A東京,lose,63,新潟,68,away,4079,アオーレ
12,12.09,北海道,win,94,富山,91,home,3903,北海きた
12,12.09,富山,lose,91,北海道,94,away,3903,北海きた
12,12.09,SR渋谷,win,64,大阪,58,home,2034,青山学院
12,12.09,大阪,lose,58,SR渋谷,64,away,2034,青山学院
12,12.09,新潟,lose,83,A東京,86,home,4457,アオーレ
12,12.09,A東京,win,86,新潟,83,away,4457,アオーレ
12,12.09,滋賀,lose,84,三遠,85,home,2322,ウカル
12,12.09,三遠,win,85,滋賀,84,away,2322,ウカル
12,12.09,京都,win,79,秋田,78,home,1101,福知山
12,12.09,秋田,lose,78,京都,79,away,1101,福知山
12,12.09,栃木,win,77,琉球,67,home,4532,ブレアリ
12,12.09,琉球,lose,67,栃木,77,away,4532,ブレアリ
12,12.09,名古屋D,lose,76,千葉,94,home,3066,ドルアリ
12,12.09,千葉,win,94,名古屋D,76,away,3066,ドルアリ
12,12.09,川崎,win,87,横浜,75,home,3803,とどろき
12,12.09,横浜,lose,75,川崎,87,away,3803,とどろき
13,12.12,秋田,win,93,SR渋谷,73,home,2405,CNA
13,12.12,SR渋谷,lose,73,秋田,93,away,2405,CNA
13,12.12,栃木,lose,63,A東京,64,home,4083,ブレアリ
13,12.12,A東京,win,64,栃木,63,away,4083,ブレアリ
13,12.12,千葉,win,98,北海道,60,home,6172,千葉
13,12.12,北海道,lose,60,千葉,98,away,6172,千葉
13,12.12,富山,win,106,横浜,72,home,2019,富山市総
13,12.12,横浜,lose,72,富山,106,away,2019,富山市総
13,12.12,三遠,lose,74,新潟,82,home,1475,豊橋
13,12.12,新潟,win,82,三遠,74,away,1475,豊橋
13,12.12,三河,win,79,川崎,75,home,2351,WA刈谷
13,12.12,川崎,lose,75,三河,79,away,2351,WA刈谷
13,12.12,大阪,win,67,滋賀,58,home,3044,五月山
13,12.12,滋賀,lose,58,大阪,67,away,3044,五月山
13,12.12,福岡,lose,81,名古屋D,102,home,3021,照葉積水
13,12.12,名古屋D,win,102,福岡,81,away,3021,照葉積水
13,12.12,琉球,win,87,京都,71,home,3269,沖縄市
13,12.12,京都,lose,71,琉球,87,away,3269,沖縄市
14,12.14,北海道,lose,78,秋田,84,home,4065,北海きた
14,12.14,秋田,win,84,北海道,78,away,4065,北海きた
14,12.15,北海道,win,84,秋田,79,home,5664,北海きた
14,12.15,秋田,lose,79,北海道,84,away,5664,北海きた
14,12.15,A東京,win,76,千葉,72,home,3519,駒沢
14,12.15,千葉,lose,72,A東京,76,away,3519,駒沢
14,12.15,名古屋D,lose,70,琉球,84,home,2022,PA小牧
14,12.15,琉球,win,84,名古屋D,70,away,2022,PA小牧
14,12.15,SR渋谷,win,93,三遠,85,home,1977,青山学院
14,12.15,三遠,lose,85,SR渋谷,93,away,1977,青山学院
14,12.15,横浜,win,60,大阪,59,home,2606,横浜国プ
14,12.15,大阪,lose,59,横浜,60,away,2606,横浜国プ
14,12.15,新潟,lose,73,栃木,75,home,3038,東総合
14,12.15,栃木,win,75,新潟,73,away,3038,東総合
14,12.15,富山,lose,107,川崎,108,home,3049,富山市総
14,12.15,川崎,win,108,富山,107,away,3049,富山市総
14,12.15,京都,win,107,三河,100,home,1969,ハンアリ
14,12.15,三河,lose,100,京都,107,away,1969,ハンアリ
14,12.15,福岡,lose,70,滋賀,78,home,1505,照葉積水
14,12.15,滋賀,win,78,福岡,70,away,1505,照葉積水
14,12.16,富山,win,84,川崎,71,home,3635,富山市総
14,12.16,川崎,lose,71,富山,84,away,3635,富山市総
14,12.16,SR渋谷,win,80,三遠,57,home,2034,青山学院
14,12.16,三遠,lose,57,SR渋谷,80,away,2034,青山学院
14,12.16,横浜,win,60,大阪,58,home,3568,横浜国プ
14,12.16,大阪,lose,58,横浜,60,away,3568,横浜国プ
14,12.16,新潟,lose,62,栃木,68,home,2996,東総合
14,12.16,栃木,win,68,新潟,62,away,2996,東総合
14,12.16,京都,win,77,三河,73,home,1975,ハンアリ
14,12.16,三河,lose,73,京都,77,away,1975,ハンアリ
14,12.16,福岡,win,65,滋賀,56,home,1578,照葉積水
14,12.16,滋賀,lose,56,福岡,65,away,1578,照葉積水
14,12.16,A東京,lose,71,千葉,76,home,3541,駒沢
14,12.16,千葉,win,76,A東京,71,away,3541,駒沢
14,12.16,名古屋D,lose,88,琉球,91,home,2646,PA小牧
14,12.16,琉球,win,91,名古屋D,88,away,2646,PA小牧
15,12.21,川崎,lose,78,名古屋D,80,home,2970,とどろき
15,12.21,名古屋D,win,80,川崎,78,away,2970,とどろき
15,12.22,三河,lose,77,新潟,86,home,2321,WA刈谷
15,12.22,新潟,win,86,三河,77,away,2321,WA刈谷
15,12.22,滋賀,win,68,京都,62,home,2214,ウカル
15,12.22,京都,lose,62,滋賀,68,away,2214,ウカル
15,12.22,川崎,win,101,名古屋D,91,home,3828,とどろき
15,12.22,名古屋D,lose,91,川崎,101,away,3828,とどろき
15,12.22,三遠,lose,79,富山,83,home,3212,浜松
15,12.22,富山,win,83,三遠,79,away,3212,浜松
15,12.22,琉球,win,77,SR渋谷,71,home,3336,沖縄市
15,12.22,SR渋谷,lose,71,琉球,77,away,3336,沖縄市
15,12.22,秋田,lose,86,千葉,89,home,4104,CNA
15,12.22,千葉,win,89,秋田,86,away,4104,CNA
