setu,date,home_team,home_victory,home_score,away_team,away_score,home_away,attendance,arena
3,10.15,滋賀,lose,63,琉球,72,away,3250,沖縄市
3,10.15,栃木,lose,54,千葉,77,home,4191,ブレアリ
3,10.15,千葉,win,77,栃木,54,away,4191,ブレアリ
3,10.15,北海道,win,95,川崎,79,home,3790,北海きた
3,10.15,川崎,lose,79,北海道,95,away,3790,北海きた
3,10.16,北海道,lose,77,川崎,80,home,3225,北海きた
3,10.16,川崎,win,80,北海道,77,away,3225,北海きた
4,10.20,川崎,win,85,SR渋谷,83,home,2239,とどろき
4,10.20,SR渋谷,lose,83,川崎,85,away,2239,とどろき
4,10.20,西宮,win,80,滋賀,71,home,1435,西宮中央
4,10.20,滋賀,lose,71,西宮,80,away,1435,西宮中央
4,10.21,名古屋D,win,89,三遠,81,home,2035,愛知県体
4,10.21,三遠,lose,81,名古屋D,89,away,2035,愛知県体
4,10.21,栃木,lose,71,A東京,76,home,2792,県南
4,10.21,A東京,win,76,栃木,71,away,2792,県南
4,10.21,西宮,lose,62,滋賀,78,home,1787,西宮中央
4,10.21,滋賀,win,78,西宮,62,away,1787,西宮中央
4,10.21,川崎,win,71,SR渋谷,69,home,3629,とどろき
4,10.21,SR渋谷,lose,69,川崎,71,away,3629,とどろき
4,10.21,千葉,lose,68,大阪,84,home,4937,船橋
4,10.21,大阪,win,84,千葉,68,away,4937,船橋
4,10.21,横浜,lose,73,三河,79,home,3506,横浜国プ
4,10.21,三河,win,79,横浜,73,away,3506,横浜国プ
4,10.21,新潟,lose,81,北海道,84,home,2216,東総合
4,10.21,北海道,win,84,新潟,81,away,2216,東総合
4,10.21,富山,win,93,京都,92,home,1522,富山県総
4,10.21,京都,lose,92,富山,93,away,1522,富山県総
4,10.21,島根,win,75,琉球,69,home,1856,松江総体
4,10.21,琉球,lose,69,島根,75,away,1856,松江総体
4,10.22,新潟,lose,79,北海道,85,home,2146,東総合
4,10.22,北海道,win,85,新潟,79,away,2146,東総合
4,10.22,富山,lose,73,京都,83,home,1702,富山県総
4,10.22,京都,win,83,富山,73,away,1702,富山県総
4,10.22,島根,win,61,琉球,56,home,2008,松江総体
4,10.22,琉球,lose,56,島根,61,away,2008,松江総体
4,10.22,栃木,lose,63,A東京,71,home,2786,県南
4,10.22,A東京,win,71,栃木,63,away,2786,県南
4,10.22,横浜,lose,69,三河,96,home,2851,横浜国プ
4,10.22,三河,win,96,横浜,69,away,2851,横浜国プ
4,10.22,名古屋D,win,91,三遠,83,home,1721,愛知県体
4,10.22,三遠,lose,83,名古屋D,91,away,1721,愛知県体
4,10.22,千葉,win,77,大阪,70,home,4833,船橋
4,10.22,大阪,lose,70,千葉,77,away,4833,船橋
5,10.25,千葉,win,89,北海道,68,home,5034,千葉
5,10.25,北海道,lose,68,千葉,89,away,5034,千葉
5,10.25,SR渋谷,win,85,栃木,65,home,3005,墨田区
5,10.25,栃木,lose,65,SR渋谷,85,away,3005,墨田区
5,10.25,新潟,win,70,横浜,63,home,2243,東総合
5,10.25,横浜,lose,63,新潟,70,away,2243,東総合
5,10.25,名古屋D,win,88,富山,73,home,1611,津市産ス
5,10.25,富山,lose,73,名古屋D,88,away,1611,津市産ス
5,10.25,滋賀,win,83,大阪,67,home,1869,ウカル
5,10.25,大阪,lose,67,滋賀,83,away,1869,ウカル
5,10.25,京都,lose,62,琉球,84,home,1869,ハンアリ
5,10.25,琉球,win,84,京都,62,away,1869,ハンアリ
5,10.25,西宮,win,85,島根,69,home,1518,西宮中央
5,10.25,島根,lose,69,西宮,85,away,1518,西宮中央
5,10.25,三遠,lose,87,三河,92,home,2312,豊橋
5,10.25,三河,win,92,三遠,87,away,2312,豊橋
5,10.25,A東京,win,99,川崎,91,home,2186,立川立飛
5,10.25,川崎,lose,91,A東京,99,away,2186,立川立飛
6,10.27,川崎,win,93,新潟,78,home,956,トッ平総
6,10.27,新潟,lose,78,川崎,93,away,956,トッ平総
6,10.27,琉球,lose,61,千葉,72,home,3476,沖縄市
6,10.27,千葉,win,72,琉球,61,away,3476,沖縄市
6,10.28,三河,win,106,名古屋D,89,home,2447,WA刈谷
6,10.28,名古屋D,lose,89,三河,106,away,2447,WA刈谷
6,10.28,北海道,lose,76,栃木,87,home,2340,帯広総合
6,10.28,栃木,win,87,北海道,76,away,2340,帯広総合
6,10.28,川崎,lose,70,新潟,72,home,1502,トッ平総
6,10.28,新潟,win,72,川崎,70,away,1502,トッ平総
6,10.28,A東京,win,104,富山,77,home,2223,立川立飛
6,10.28,富山,lose,77,A東京,104,away,2223,立川立飛
6,10.28,三遠,lose,72,滋賀,77,home,1113,豊川
6,10.28,滋賀,win,77,三遠,72,away,1113,豊川
6,10.28,大阪,win,87,西宮,70,home,1868,府民共済
6,10.28,西宮,lose,70,大阪,87,away,1868,府民共済
6,10.28,SR渋谷,lose,61,横浜,67,home,2011,青山学院
6,10.28,横浜,win,67,SR渋谷,61,away,2011,青山学院
6,10.28,京都,win,85,島根,78,home,1295,ハンアリ
6,10.28,島根,lose,78,京都,85,away,1295,ハンアリ
6,10.29,大阪,lose,63,西宮,69,home,2951,府民共済
6,10.29,西宮,win,69,大阪,63,away,2951,府民共済
6,10.29,北海道,win,92,栃木,67,home,2406,帯広総合
6,10.29,栃木,lose,67,北海道,92,away,2406,帯広総合
6,10.29,A東京,win,78,富山,65,home,1657,立川立飛
6,10.29,富山,lose,65,A東京,78,away,1657,立川立飛
6,10.29,SR渋谷,win,71,横浜,59,home,1832,青山学院
6,10.29,横浜,lose,59,SR渋谷,71,away,1832,青山学院
6,10.29,三遠,win,75,滋賀,61,home,1102,豊川
6,10.29,滋賀,lose,61,三遠,75,away,1102,豊川
6,10.29,三河,win,103,名古屋D,93,home,2681,WA刈谷
6,10.29,名古屋D,lose,93,三河,103,away,2681,WA刈谷
6,10.29,京都,win,64,島根,57,home,2879,ハンアリ
6,10.29,島根,lose,57,京都,64,away,2879,ハンアリ
6,10.29,琉球,win,68,千葉,60,home,3633,沖縄市
6,10.29,千葉,lose,60,琉球,68,away,3633,沖縄市
7,11.03,大阪,lose,86,三河,87,home,2212,府民共済
7,11.03,三河,win,87,大阪,86,away,2212,府民共済
7,11.03,西宮,lose,68,SR渋谷,72,home,1404,宝塚市立
7,11.03,SR渋谷,win,72,西宮,68,away,1404,宝塚市立
7,11.03,島根,lose,60,A東京,67,home,3721,松江総体
7,11.03,A東京,win,67,島根,60,away,3721,松江総体
7,11.03,名古屋D,lose,78,川崎,96,home,1638,愛知県体
7,11.03,川崎,win,96,名古屋D,78,away,1638,愛知県体
7,11.04,島根,lose,61,A東京,86,home,2166,松江総体
7,11.04,A東京,win,86,島根,61,away,2166,松江総体
7,11.04,名古屋D,lose,89,川崎,90,home,1901,愛知県体
7,11.04,川崎,win,90,名古屋D,89,away,1901,愛知県体
7,11.04,栃木,lose,69,千葉,76,home,4097,ブレアリ
7,11.04,千葉,win,76,栃木,69,away,4097,ブレアリ
7,11.04,大阪,lose,65,三河,79,home,2152,府民共済
7,11.04,三河,win,79,大阪,65,away,2152,府民共済
7,11.04,西宮,lose,63,SR渋谷,76,home,1465,宝塚市立
7,11.04,SR渋谷,win,76,西宮,63,away,1465,宝塚市立
7,11.04,横浜,win,69,三遠,65,home,2616,横浜国プ
7,11.04,三遠,lose,65,横浜,69,away,2616,横浜国プ
7,11.04,富山,lose,86,新潟,95,home,2705,富山県総
7,11.04,新潟,win,95,富山,86,away,2705,富山県総
7,11.04,滋賀,win,93,京都,82,home,1983,守山市民
7,11.04,京都,lose,82,滋賀,93,away,1983,守山市民
7,11.04,琉球,lose,51,北海道,77,home,2812,宜野湾市
7,11.04,北海道,win,77,琉球,51,away,2812,宜野湾市
7,11.05,富山,win,81,新潟,66,home,2501,富山県総
7,11.05,新潟,lose,66,富山,81,away,2501,富山県総
7,11.05,琉球,win,98,北海道,71,home,2787,宜野湾市
7,11.05,北海道,lose,71,琉球,98,away,2787,宜野湾市
7,11.05,横浜,lose,70,三遠,76,home,2703,横浜国プ
7,11.05,三遠,win,76,横浜,70,away,2703,横浜国プ
7,11.05,滋賀,win,77,京都,68,home,2124,守山市民
7,11.05,京都,lose,68,滋賀,77,away,2124,守山市民
7,11.05,栃木,win,77,千葉,72,home,4105,ブレアリ
7,11.05,千葉,lose,72,栃木,77,away,4105,ブレアリ
8,11.11,名古屋D,win,85,三遠,57,home,1208,愛知県体
8,11.11,三遠,lose,57,名古屋D,85,away,1208,愛知県体
8,11.11,千葉,win,95,A東京,59,home,5286,船橋
8,11.11,A東京,lose,59,千葉,95,away,5286,船橋
8,11.11,川崎,lose,85,栃木,86,home,2820,トッ平総
8,11.11,栃木,win,86,川崎,85,away,2820,トッ平総
8,11.11,新潟,lose,80,三河,84,home,3001,アオーレ
8,11.11,三河,win,84,新潟,80,away,3001,アオーレ
8,11.11,横浜,lose,87,富山,92,home,2603,横浜国プ
8,11.11,富山,win,92,横浜,87,away,2603,横浜国プ
8,11.11,滋賀,win,71,島根,65,home,1847,ウカル
8,11.11,島根,lose,65,滋賀,71,away,1847,ウカル
8,11.11,京都,win,84,大阪,66,home,1781,ハンアリ
8,11.11,大阪,lose,66,京都,84,away,1781,ハンアリ
8,11.11,西宮,lose,62,琉球,94,home,1260,駒ヶ谷
8,11.11,琉球,win,94,西宮,62,away,1260,駒ヶ谷
8,11.12,川崎,win,80,栃木,71,home,2756,トッ平総
8,11.12,栃木,lose,71,川崎,80,away,2756,トッ平総
8,11.12,横浜,win,83,富山,78,home,2706,横浜国プ
8,11.12,富山,lose,78,横浜,83,away,2706,横浜国プ
8,11.12,新潟,lose,84,三河,98,home,3281,アオーレ
8,11.12,三河,win,98,新潟,84,away,3281,アオーレ
8,11.12,名古屋D,win,78,三遠,59,home,2020,愛知県体
8,11.12,三遠,lose,59,名古屋D,78,away,2020,愛知県体
8,11.12,滋賀,win,78,島根,69,home,2103,ウカル
8,11.12,島根,lose,69,滋賀,78,away,2103,ウカル
8,11.12,京都,win,81,大阪,75,home,2024,ハンアリ
8,11.12,大阪,lose,75,京都,81,away,2024,ハンアリ
8,11.12,千葉,lose,67,A東京,77,home,5774,船橋
8,11.12,A東京,win,77,千葉,67,away,5774,船橋
8,11.12,西宮,lose,70,琉球,77,home,1408,駒ヶ谷
8,11.12,琉球,win,77,西宮,70,away,1408,駒ヶ谷
8,11.13,北海道,lose,67,SR渋谷,77,home,3899,北海きた
8,11.13,SR渋谷,win,77,北海道,67,away,3899,北海きた
8,11.14,北海道,lose,60,SR渋谷,66,home,3265,北海きた
8,11.14,SR渋谷,win,66,北海道,60,away,3265,北海きた
9,11.17,A東京,lose,76,北海道,81,home,1908,立川立飛
9,11.17,北海道,win,81,A東京,76,away,1908,立川立飛
9,11.18,A東京,win,89,北海道,69,home,2537,立川立飛
9,11.18,北海道,lose,69,A東京,89,away,2537,立川立飛
9,11.18,三河,win,66,横浜,56,home,2515,WA刈谷
9,11.18,横浜,lose,56,三河,66,away,2515,WA刈谷
9,11.18,京都,lose,60,千葉,82,home,1825,向日市
9,11.18,千葉,win,82,京都,60,away,1825,向日市
9,11.18,三遠,lose,54,大阪,79,home,1905,豊橋
9,11.18,大阪,win,79,三遠,54,away,1905,豊橋
9,11.18,SR渋谷,win,72,島根,62,home,2215,青山学院
9,11.18,島根,lose,62,SR渋谷,72,away,2215,青山学院
9,11.18,富山,win,91,川崎,82,home,2122,富山市総
9,11.18,川崎,lose,82,富山,91,away,2122,富山市総
9,11.18,西宮,lose,79,栃木,91,home,2917,西宮中央
9,11.18,栃木,win,91,西宮,79,away,2917,西宮中央
9,11.18,琉球,win,67,名古屋D,64,home,3632,沖縄市
9,11.18,名古屋D,lose,64,琉球,67,away,3632,沖縄市
9,11.19,富山,lose,85,川崎,88,home,2627,富山市総
9,11.19,川崎,win,88,富山,85,away,2627,富山市総
9,11.19,京都,lose,74,千葉,90,home,2023,向日市
9,11.19,千葉,win,90,京都,74,away,2023,向日市
9,11.19,SR渋谷,win,69,島根,62,home,2334,青山学院
9,11.19,島根,lose,62,SR渋谷,69,away,2334,青山学院
9,11.19,三遠,win,68,大阪,67,home,2087,豊橋
9,11.19,大阪,lose,67,三遠,68,away,2087,豊橋
9,11.19,三河,win,90,横浜,72,home,3051,WA刈谷
9,11.19,横浜,lose,72,三河,90,away,3051,WA刈谷
9,11.19,西宮,lose,60,栃木,63,home,2830,西宮中央
9,11.19,栃木,win,63,西宮,60,away,2830,西宮中央
9,11.19,琉球,win,72,名古屋D,59,home,3521,沖縄市
9,11.19,名古屋D,lose,59,琉球,72,away,3521,沖縄市
9,11.20,滋賀,lose,64,新潟,86,home,1688,ウカル
9,11.20,新潟,win,86,滋賀,64,away,1688,ウカル
9,11.21,滋賀,lose,71,新潟,82,home,1712,ウカル
9,11.21,新潟,win,82,滋賀,71,away,1712,ウカル
10,12.01,川崎,lose,70,SR渋谷,79,home,1822,とどろき
10,12.01,SR渋谷,win,79,川崎,70,away,1822,とどろき
10,12.01,大阪,win,78,西宮,72,home,2308,大阪府立
10,12.01,西宮,lose,72,大阪,78,away,2308,大阪府立
10,12.01,島根,win,82,北海道,75,home,1439,松江総体
10,12.01,北海道,lose,75,島根,82,away,1439,松江総体
10,12.02,三河,lose,74,A東京,77,home,3018,WA刈谷
10,12.02,A東京,win,77,三河,74,away,3018,WA刈谷
10,12.02,名古屋D,win,105,京都,97,home,4283,愛知県体
10,12.02,京都,lose,97,名古屋D,105,away,4283,愛知県体
10,12.02,島根,lose,84,北海道,88,home,2168,松江総体
10,12.02,北海道,win,88,島根,84,away,2168,松江総体
10,12.02,栃木,win,74,三遠,60,home,2776,鹿沼
10,12.02,三遠,lose,60,栃木,74,away,2776,鹿沼
10,12.02,大阪,win,70,西宮,63,home,3396,大阪府立
10,12.02,西宮,lose,63,大阪,70,away,3396,大阪府立
10,12.02,新潟,lose,77,千葉,82,home,4214,アオーレ
10,12.02,千葉,win,82,新潟,77,away,4214,アオーレ
10,12.02,川崎,lose,77,SR渋谷,78,home,3765,とどろき
10,12.02,SR渋谷,win,78,川崎,77,away,3765,とどろき
10,12.02,横浜,lose,52,琉球,90,home,3857,横浜国プ
10,12.02,琉球,win,90,横浜,52,away,3857,横浜国プ
10,12.02,富山,lose,84,滋賀,89,home,2278,富山市総
10,12.02,滋賀,win,89,富山,84,away,2278,富山市総
10,12.03,富山,win,69,滋賀,67,home,2602,富山市総
10,12.03,滋賀,lose,67,富山,69,away,2602,富山市総
10,12.03,横浜,lose,55,琉球,74,home,4272,横浜国プ
10,12.03,琉球,win,74,横浜,55,away,4272,横浜国プ
10,12.03,新潟,lose,81,千葉,90,home,5002,アオーレ
10,12.03,千葉,win,90,新潟,81,away,5002,アオーレ
10,12.03,三河,win,77,A東京,69,home,3039,WA刈谷
10,12.03,A東京,lose,69,三河,77,away,3039,WA刈谷
10,12.03,名古屋D,lose,75,京都,77,home,4939,愛知県体
10,12.03,京都,win,77,名古屋D,75,away,4939,愛知県体
10,12.03,栃木,lose,65,三遠,71,home,2824,鹿沼
10,12.03,三遠,win,71,栃木,65,away,2824,鹿沼
11,12.08,北海道,lose,89,名古屋D,92,home,2620,北海きた
11,12.08,名古屋D,win,92,北海道,89,away,2620,北海きた
11,12.08,川崎,lose,99,三河,104,home,2172,とどろき
11,12.08,三河,win,104,川崎,99,away,2172,とどろき
11,12.08,滋賀,lose,63,琉球,83,home,1736,ウカル
11,12.08,琉球,win,83,滋賀,63,away,1736,ウカル
11,12.09,北海道,win,79,名古屋D,69,home,4035,北海きた
11,12.09,名古屋D,lose,69,北海道,79,away,4035,北海きた
11,12.09,滋賀,lose,82,琉球,87,home,2401,ウカル
11,12.09,琉球,win,87,滋賀,82,away,2401,ウカル
11,12.09,川崎,win,89,三河,58,home,2860,とどろき
11,12.09,三河,lose,58,川崎,89,away,2860,とどろき
11,12.09,A東京,win,99,大阪,55,home,1480,立川立飛
11,12.09,大阪,lose,55,A東京,99,away,1480,立川立飛
11,12.09,三遠,lose,63,富山,70,home,1760,豊橋
11,12.09,富山,win,70,三遠,63,away,1760,豊橋
11,12.09,SR渋谷,win,79,千葉,71,home,3314,青山学院
11,12.09,千葉,lose,71,SR渋谷,79,away,3314,青山学院
11,12.09,京都,win,94,島根,90,home,1644,ハンアリ
11,12.09,島根,lose,90,京都,94,away,1644,ハンアリ
11,12.09,西宮,lose,86,新潟,108,home,1036,駒ヶ谷
11,12.09,新潟,win,108,西宮,86,away,1036,駒ヶ谷
11,12.10,A東京,win,79,大阪,69,home,1947,立川立飛
11,12.10,大阪,lose,69,A東京,79,away,1947,立川立飛
11,12.10,SR渋谷,lose,72,千葉,105,home,3502,青山学院
11,12.10,千葉,win,105,SR渋谷,72,away,3502,青山学院
11,12.10,三遠,win,80,富山,54,home,2266,豊橋
11,12.10,富山,lose,54,三遠,80,away,2266,豊橋
11,12.10,京都,win,89,島根,78,home,2402,ハンアリ
11,12.10,島根,lose,78,京都,89,away,2402,ハンアリ
11,12.10,西宮,win,100,新潟,85,home,1196,駒ヶ谷
11,12.10,新潟,lose,85,西宮,100,away,1196,駒ヶ谷
11,12.10,横浜,lose,70,栃木,78,home,2678,トッ平総
11,12.10,栃木,win,78,横浜,70,away,2678,トッ平総
11,12.11,横浜,lose,67,栃木,86,home,2602,トッ平総
11,12.11,栃木,win,86,横浜,67,away,2602,トッ平総
12,12.15,三遠,lose,64,京都,69,home,1786,浜松
12,12.15,京都,win,69,三遠,64,away,1786,浜松
12,12.16,三河,win,104,新潟,94,home,2245,WA刈谷
12,12.16,新潟,lose,94,三河,104,away,2245,WA刈谷
12,12.16,名古屋D,win,77,島根,70,home,1527,愛知県体
12,12.16,島根,lose,70,名古屋D,77,away,1527,愛知県体
12,12.16,千葉,win,79,川崎,57,home,5189,船橋
12,12.16,川崎,lose,57,千葉,79,away,5189,船橋
12,12.16,三遠,win,81,京都,50,home,2712,浜松
12,12.16,京都,lose,50,三遠,81,away,2712,浜松
12,12.16,A東京,win,86,栃木,69,home,3004,立川立飛
12,12.16,栃木,lose,69,A東京,86,away,3004,立川立飛
12,12.16,滋賀,lose,68,北海道,81,home,2161,ウカル
12,12.16,北海道,win,81,滋賀,68,away,2161,ウカル
12,12.16,大阪,lose,63,SR渋谷,67,home,2190,府民共済
12,12.16,SR渋谷,win,67,大阪,63,away,2190,府民共済
12,12.16,富山,lose,58,横浜,76,home,2514,富山市総
12,12.16,横浜,win,76,富山,58,away,2514,富山市総
12,12.16,琉球,win,84,西宮,68,home,3594,沖縄市
12,12.16,西宮,lose,68,琉球,84,away,3594,沖縄市
12,12.17,富山,lose,64,横浜,66,home,2711,富山市総
12,12.17,横浜,win,66,富山,64,away,2711,富山市総
12,12.17,琉球,win,89,西宮,75,home,3533,沖縄市
12,12.17,西宮,lose,75,琉球,89,away,3533,沖縄市
12,12.17,千葉,lose,70,川崎,78,home,5649,船橋
12,12.17,川崎,win,78,千葉,70,away,5649,船橋
12,12.17,A東京,win,75,栃木,67,home,3028,立川立飛
12,12.17,栃木,lose,67,A東京,75,away,3028,立川立飛
12,12.17,三河,win,94,新潟,78,home,2510,WA刈谷
12,12.17,新潟,lose,78,三河,94,away,2510,WA刈谷
12,12.17,名古屋D,win,85,島根,70,home,2061,愛知県体
12,12.17,島根,lose,70,名古屋D,85,away,2061,愛知県体
12,12.17,滋賀,win,96,北海道,93,home,2518,ウカル
12,12.17,北海道,lose,93,滋賀,96,away,2518,ウカル
12,12.17,大阪,lose,58,SR渋谷,92,home,3373,府民共済
12,12.17,SR渋谷,win,92,大阪,58,away,3373,府民共済
13,12.20,北海道,lose,73,千葉,97,home,4431,北海きた
13,12.20,千葉,win,97,北海道,73,away,4431,北海きた
13,12.20,栃木,lose,63,SR渋谷,66,home,3295,ブレアリ
13,12.20,SR渋谷,win,66,栃木,63,away,3295,ブレアリ
13,12.20,川崎,win,77,A東京,67,home,2643,とどろき
13,12.20,A東京,lose,67,川崎,77,away,2643,とどろき
13,12.20,横浜,lose,82,新潟,90,home,2706,横浜国プ
13,12.20,新潟,win,90,横浜,82,away,2706,横浜国プ
13,12.20,富山,win,96,名古屋D,64,home,2861,富山市総
13,12.20,名古屋D,lose,64,富山,96,away,2861,富山市総
13,12.20,三河,lose,69,三遠,72,home,2601,WA刈谷
13,12.20,三遠,win,72,三河,69,away,2601,WA刈谷
13,12.20,大阪,win,63,滋賀,62,home,1884,五月山
13,12.20,滋賀,lose,62,大阪,63,away,1884,五月山
13,12.20,島根,win,107,西宮,84,home,1625,松江総体
13,12.20,西宮,lose,84,島根,107,away,1625,松江総体
13,12.20,琉球,lose,68,京都,69,home,3706,沖縄市
13,12.20,京都,win,69,琉球,68,away,3706,沖縄市
14,12.22,川崎,win,89,大阪,73,home,1806,とどろき
14,12.22,大阪,lose,73,川崎,89,away,1806,とどろき
14,12.22,島根,lose,78,滋賀,90,home,2052,松江総体
14,12.22,滋賀,win,90,島根,78,away,2052,松江総体
14,12.23,京都,lose,81,三河,99,home,1960,福知山
14,12.23,三河,win,99,京都,81,away,1960,福知山
14,12.23,島根,win,86,滋賀,84,home,2568,松江総体
14,12.23,滋賀,lose,84,島根,86,away,2568,松江総体
14,12.23,栃木,lose,64,琉球,74,home,4243,ブレアリ
14,12.23,琉球,win,74,栃木,64,away,4243,ブレアリ
14,12.23,千葉,win,78,名古屋D,72,home,4858,船橋
14,12.23,名古屋D,lose,72,千葉,78,away,4858,船橋
