setu,date,home_team,home_victory,home_score,away_team,away_score,home_away,attendance,arena
14,12.23,川崎,win,79,大阪,71,home,2910,とどろき
14,12.23,大阪,lose,71,川崎,79,away,2910,とどろき
14,12.23,SR渋谷,lose,62,A東京,91,home,2783,青山学院
14,12.23,A東京,win,91,SR渋谷,62,away,2783,青山学院
14,12.23,横浜,lose,78,北海道,83,home,2911,横浜国プ
14,12.23,北海道,win,83,横浜,78,away,2911,横浜国プ
14,12.23,新潟,lose,76,富山,86,home,2370,RP上越
14,12.23,富山,win,86,新潟,76,away,2370,RP上越
14,12.23,西宮,lose,67,三遠,82,home,1702,西宮中央
14,12.23,三遠,win,82,西宮,67,away,1702,西宮中央
14,12.24,SR渋谷,win,62,A東京,60,home,2811,青山学院
14,12.24,A東京,lose,60,SR渋谷,62,away,2811,青山学院
14,12.24,横浜,lose,77,北海道,80,home,3016,横浜国プ
14,12.24,北海道,win,80,横浜,77,away,3016,横浜国プ
14,12.24,新潟,lose,80,富山,96,home,2840,RP上越
14,12.24,富山,win,96,新潟,80,away,2840,RP上越
14,12.24,京都,win,91,三河,84,home,1292,福知山
14,12.24,三河,lose,84,京都,91,away,1292,福知山
14,12.24,栃木,win,66,琉球,60,home,4456,ブレアリ
14,12.24,琉球,lose,60,栃木,66,away,4456,ブレアリ
14,12.24,千葉,win,88,名古屋D,85,home,5190,船橋
14,12.24,名古屋D,lose,85,千葉,88,away,5190,船橋
14,12.24,西宮,lose,59,三遠,77,home,1743,西宮中央
14,12.24,三遠,win,77,西宮,59,away,1743,西宮中央
15,12.29,大阪,win,82,京都,60,home,2612,大阪府立
15,12.29,京都,lose,60,大阪,82,away,2612,大阪府立
15,12.29,滋賀,lose,69,横浜,87,home,2243,ウカル
15,12.29,横浜,win,87,滋賀,69,away,2243,ウカル
15,12.29,北海道,win,69,三遠,64,home,3664,北海きた
15,12.29,三遠,lose,64,北海道,69,away,3664,北海きた
15,12.29,新潟,lose,62,栃木,71,home,4325,アオーレ
15,12.29,栃木,win,71,新潟,62,away,4325,アオーレ
15,12.29,西宮,win,82,富山,73,home,1596,西宮中央
15,12.29,富山,lose,73,西宮,82,away,1596,西宮中央
15,12.30,滋賀,lose,74,横浜,80,home,2915,ウカル
15,12.30,横浜,win,80,滋賀,74,away,2915,ウカル
15,12.30,大阪,lose,65,京都,81,home,3423,大阪府立
15,12.30,京都,win,81,大阪,65,away,3423,大阪府立
15,12.30,新潟,lose,80,栃木,99,home,5005,アオーレ
15,12.30,栃木,win,99,新潟,80,away,5005,アオーレ
15,12.30,名古屋D,win,93,三河,79,home,3697,愛知県体
15,12.30,三河,lose,79,名古屋D,93,away,3697,愛知県体
15,12.30,北海道,win,69,三遠,66,home,4931,北海きた
15,12.30,三遠,lose,66,北海道,69,away,4931,北海きた
15,12.30,西宮,lose,76,富山,83,home,2386,西宮中央
15,12.30,富山,win,83,西宮,76,away,2386,西宮中央
15,12.30,SR渋谷,lose,61,川崎,75,home,2529,青山学院
15,12.30,川崎,win,75,SR渋谷,61,away,2529,青山学院
15,12.31,A東京,win,57,千葉,56,home,3592,駒沢
15,12.31,千葉,lose,56,A東京,57,away,3592,駒沢
15,12.31,SR渋谷,lose,68,川崎,86,home,2504,青山学院
15,12.31,川崎,win,86,SR渋谷,68,away,2504,青山学院
15,12.31,名古屋D,lose,80,三河,92,home,3050,愛知県体
15,12.31,三河,win,92,名古屋D,80,away,3050,愛知県体
15,01.01,A東京,win,67,千葉,49,home,3258,駒沢
15,01.01,千葉,lose,49,A東京,67,away,3258,駒沢
15,01.01,琉球,win,85,島根,71,home,3595,沖縄市
15,01.01,島根,lose,71,琉球,85,away,3595,沖縄市
15,01.02,琉球,win,77,島根,68,home,3655,沖縄市
15,01.02,島根,lose,68,琉球,77,away,3655,沖縄市
16,01.18,栃木,win,80,滋賀,64,home,2802,ブレアリ
16,01.18,滋賀,lose,64,栃木,80,away,2802,ブレアリ
16,01.19,栃木,win,80,滋賀,79,home,3176,ブレアリ
16,01.19,滋賀,lose,79,栃木,80,away,3176,ブレアリ
16,01.19,大阪,lose,51,琉球,72,home,1513,府民共済
16,01.19,琉球,win,72,大阪,51,away,1513,府民共済
16,01.20,三河,win,86,西宮,65,home,2753,岡崎中総
16,01.20,西宮,lose,65,三河,86,away,2753,岡崎中総
16,01.20,名古屋D,win,81,新潟,78,home,1755,PA小牧
16,01.20,新潟,lose,78,名古屋D,81,away,1755,PA小牧
16,01.20,千葉,win,95,横浜,79,home,5909,千葉
16,01.20,横浜,lose,79,千葉,95,away,5909,千葉
16,01.20,大阪,lose,69,琉球,81,home,3354,府民共済
16,01.20,琉球,win,81,大阪,69,away,3354,府民共済
16,01.20,三遠,lose,59,SR渋谷,71,home,1016,湖西AP
16,01.20,SR渋谷,win,71,三遠,59,away,1016,湖西AP
16,01.20,北海道,win,78,川崎,75,home,5097,北海きた
16,01.20,川崎,lose,75,北海道,78,away,5097,北海きた
16,01.20,富山,win,83,島根,78,home,2433,富山市総
16,01.20,島根,lose,78,富山,83,away,2433,富山市総
16,01.20,京都,lose,76,A東京,84,home,1900,ハンアリ
16,01.20,A東京,win,84,京都,76,away,1900,ハンアリ
16,01.21,富山,win,77,島根,71,home,3288,富山市総
16,01.21,島根,lose,71,富山,77,away,3288,富山市総
16,01.21,北海道,lose,82,川崎,89,home,5479,北海きた
16,01.21,川崎,win,89,北海道,82,away,5479,北海きた
16,01.21,名古屋D,lose,72,新潟,84,home,2227,PA小牧
16,01.21,新潟,win,84,名古屋D,72,away,2227,PA小牧
16,01.21,京都,lose,77,A東京,86,home,2347,ハンアリ
16,01.21,A東京,win,86,京都,77,away,2347,ハンアリ
16,01.21,千葉,win,114,横浜,78,home,5779,千葉
16,01.21,横浜,lose,78,千葉,114,away,5779,千葉
16,01.21,三遠,win,65,SR渋谷,56,home,1357,湖西AP
16,01.21,SR渋谷,lose,56,三遠,65,away,1357,湖西AP
16,01.21,三河,lose,84,西宮,90,home,3102,岡崎中総
16,01.21,西宮,win,90,三河,84,away,3102,岡崎中総
17,01.26,川崎,win,87,千葉,80,home,2940,とどろき
17,01.26,千葉,lose,80,川崎,87,away,2940,とどろき
17,01.27,新潟,lose,77,三河,83,home,2227,アオーレ
17,01.27,三河,win,83,新潟,77,away,2227,アオーレ
17,01.27,京都,win,82,SR渋谷,73,home,1115,向日市
17,01.27,SR渋谷,lose,73,京都,82,away,1115,向日市
17,01.27,川崎,lose,85,千葉,88,home,3932,とどろき
17,01.27,千葉,win,88,川崎,85,away,3932,とどろき
17,01.27,栃木,win,100,北海道,76,home,3803,ブレアリ
17,01.27,北海道,lose,76,栃木,100,away,3803,ブレアリ
17,01.27,A東京,win,81,滋賀,59,home,2184,立川立飛
17,01.27,滋賀,lose,59,A東京,81,away,2184,立川立飛
17,01.27,三遠,lose,65,富山,74,home,1508,豊橋
17,01.27,富山,win,74,三遠,65,away,1508,豊橋
17,01.27,横浜,lose,80,名古屋D,81,home,3082,横浜国プ
17,01.27,名古屋D,win,81,横浜,80,away,3082,横浜国プ
17,01.27,島根,lose,58,大阪,70,home,1840,カミアリ
17,01.27,大阪,win,70,島根,58,away,1840,カミアリ
17,01.28,島根,lose,71,大阪,84,home,2321,カミアリ
17,01.28,大阪,win,84,島根,71,away,2321,カミアリ
17,01.28,A東京,win,88,滋賀,81,home,2095,立川立飛
17,01.28,滋賀,lose,81,A東京,88,away,2095,立川立飛
17,01.28,横浜,lose,77,名古屋D,78,home,4104,横浜国プ
17,01.28,名古屋D,win,78,横浜,77,away,4104,横浜国プ
17,01.28,新潟,win,72,三河,70,home,2772,アオーレ
17,01.28,三河,lose,70,新潟,72,away,2772,アオーレ
17,01.28,三遠,lose,77,富山,79,home,1816,豊橋
17,01.28,富山,win,79,三遠,77,away,1816,豊橋
17,01.28,京都,win,81,SR渋谷,71,home,1245,向日市
17,01.28,SR渋谷,lose,71,京都,81,away,1245,向日市
17,01.28,栃木,win,95,北海道,80,home,4005,ブレアリ
17,01.28,北海道,lose,80,栃木,95,away,4005,ブレアリ
17,01.28,西宮,lose,68,琉球,79,home,1670,西宮中央
17,01.28,琉球,win,79,西宮,68,away,1670,西宮中央
17,01.29,西宮,lose,69,琉球,85,home,1152,西宮中央
17,01.29,琉球,win,85,西宮,69,away,1152,西宮中央
18,02.03,北海道,win,73,A東京,67,home,2320,函館アリ
18,02.03,A東京,lose,67,北海道,73,away,2320,函館アリ
18,02.03,新潟,lose,81,横浜,86,home,2606,アオーレ
18,02.03,横浜,win,86,新潟,81,away,2606,アオーレ
18,02.03,三河,win,81,栃木,77,home,5327,SH豊田
18,02.03,栃木,lose,77,三河,81,away,5327,SH豊田
18,02.03,三遠,win,103,名古屋D,81,home,2067,豊橋
18,02.03,名古屋D,lose,81,三遠,103,away,2067,豊橋
18,02.03,滋賀,lose,78,千葉,89,home,2738,ウカル
18,02.03,千葉,win,89,滋賀,78,away,2738,ウカル
18,02.03,富山,lose,70,SR渋谷,79,home,2520,富山市総
18,02.03,SR渋谷,win,79,富山,70,away,2520,富山市総
18,02.03,島根,lose,63,川崎,84,home,2898,松江総体
18,02.03,川崎,win,84,島根,63,away,2898,松江総体
18,02.03,琉球,win,79,京都,60,home,3350,沖縄市
18,02.03,京都,lose,60,琉球,79,away,3350,沖縄市
18,02.04,島根,lose,75,川崎,100,home,2610,松江総体
18,02.04,川崎,win,100,島根,75,away,2610,松江総体
18,02.04,富山,lose,75,SR渋谷,90,home,2769,富山市総
18,02.04,SR渋谷,win,90,富山,75,away,2769,富山市総
18,02.04,北海道,lose,61,A東京,90,home,2815,函館アリ
18,02.04,A東京,win,90,北海道,61,away,2815,函館アリ
18,02.04,新潟,win,79,横浜,72,home,2838,アオーレ
18,02.04,横浜,lose,72,新潟,79,away,2838,アオーレ
18,02.04,三遠,lose,74,名古屋D,77,home,1843,豊橋
18,02.04,名古屋D,win,77,三遠,74,away,1843,豊橋
18,02.04,滋賀,lose,69,千葉,80,home,3115,ウカル
18,02.04,千葉,win,80,滋賀,69,away,3115,ウカル
18,02.04,三河,win,81,栃木,78,home,5089,SH豊田
18,02.04,栃木,lose,78,三河,81,away,5089,SH豊田
18,02.04,西宮,lose,57,大阪,81,home,2239,西宮中央
18,02.04,大阪,win,81,西宮,57,away,2239,西宮中央
18,02.04,琉球,lose,67,京都,87,home,3401,沖縄市
18,02.04,京都,win,87,琉球,67,away,3401,沖縄市
18,02.05,西宮,lose,81,大阪,101,home,1122,西宮中央
18,02.05,大阪,win,101,西宮,81,away,1122,西宮中央
19,02.09,SR渋谷,lose,64,北海道,90,home,2016,墨田区
19,02.09,北海道,win,90,SR渋谷,64,away,2016,墨田区
19,02.09,京都,lose,89,新潟,93,home,1906,ハンアリ
19,02.09,新潟,win,93,京都,89,away,1906,ハンアリ
19,02.10,SR渋谷,win,78,北海道,63,home,2053,墨田区
19,02.10,北海道,lose,63,SR渋谷,78,away,2053,墨田区
19,02.10,京都,win,94,新潟,92,home,1744,ハンアリ
19,02.10,新潟,lose,92,京都,94,away,1744,ハンアリ
19,02.10,A東京,lose,65,川崎,94,home,2911,立川立飛
19,02.10,川崎,win,94,A東京,65,away,2911,立川立飛
19,02.10,大阪,lose,48,栃木,81,home,5591,府民共済
19,02.10,栃木,win,81,大阪,48,away,5591,府民共済
19,02.10,横浜,win,83,島根,70,home,3116,横浜国プ
19,02.10,島根,lose,70,横浜,83,away,3116,横浜国プ
19,02.10,富山,lose,90,千葉,96,home,3239,富山市総
19,02.10,千葉,win,96,富山,90,away,3239,富山市総
19,02.10,琉球,win,70,滋賀,66,home,3451,沖縄市
19,02.10,滋賀,lose,66,琉球,70,away,3451,沖縄市
19,02.11,富山,lose,65,千葉,88,home,4101,富山市総
19,02.11,千葉,win,88,富山,65,away,4101,富山市総
19,02.11,横浜,win,80,島根,68,home,3833,横浜国プ
19,02.11,島根,lose,68,横浜,80,away,3833,横浜国プ
19,02.11,名古屋D,win,86,西宮,73,home,3693,愛知県体
19,02.11,西宮,lose,73,名古屋D,86,away,3693,愛知県体
19,02.11,大阪,lose,79,栃木,91,home,6001,府民共済
19,02.11,栃木,win,91,大阪,79,away,6001,府民共済
19,02.11,A東京,win,86,川崎,54,home,3091,立川立飛
19,02.11,川崎,lose,54,A東京,86,away,3091,立川立飛
19,02.11,琉球,win,68,滋賀,57,home,3440,沖縄市
19,02.11,滋賀,lose,57,琉球,68,away,3440,沖縄市
19,02.11,三河,win,89,三遠,78,home,2504,WA刈谷
19,02.11,三遠,lose,78,三河,89,away,2504,WA刈谷
19,02.12,三河,win,87,三遠,74,home,2386,WA刈谷
19,02.12,三遠,lose,74,三河,87,away,2386,WA刈谷
19,02.12,名古屋D,win,86,西宮,79,home,2636,愛知県体
19,02.12,西宮,lose,79,名古屋D,86,away,2636,愛知県体
20,02.16,SR渋谷,lose,57,琉球,70,home,3195,青山学院
20,02.16,琉球,win,70,SR渋谷,57,away,3195,青山学院
20,02.16,川崎,win,77,北海道,72,home,2132,とどろき
20,02.16,北海道,lose,72,川崎,77,away,2132,とどろき
20,02.16,西宮,lose,76,京都,83,home,1092,西宮中央
20,02.16,京都,win,83,西宮,76,away,1092,西宮中央
20,02.17,新潟,lose,72,名古屋D,83,home,2016,東総合
20,02.17,名古屋D,win,83,新潟,72,away,2016,東総合
20,02.17,三河,win,76,富山,62,home,2124,WA刈谷
20,02.17,富山,lose,62,三河,76,away,2124,WA刈谷
20,02.17,西宮,lose,78,京都,102,home,2061,西宮中央
20,02.17,京都,win,102,西宮,78,away,2061,西宮中央
20,02.17,栃木,win,79,島根,61,home,3621,ブレアリ
20,02.17,島根,lose,61,栃木,79,away,3621,ブレアリ
20,02.17,千葉,lose,65,A東京,79,home,4874,船橋
20,02.17,A東京,win,79,千葉,65,away,4874,船橋
20,02.17,SR渋谷,lose,77,琉球,84,home,3245,青山学院
20,02.17,琉球,win,84,SR渋谷,77,away,3245,青山学院
20,02.17,川崎,win,82,北海道,79,home,3832,とどろき
20,02.17,北海道,lose,79,川崎,82,away,3832,とどろき
20,02.17,三遠,win,97,横浜,86,home,3565,豊橋
20,02.17,横浜,lose,86,三遠,97,away,3565,豊橋
20,02.17,滋賀,lose,80,大阪,91,home,1982,ウカル
20,02.17,大阪,win,91,滋賀,80,away,1982,ウカル
20,02.18,新潟,win,91,名古屋D,72,home,2098,東総合
20,02.18,名古屋D,lose,72,新潟,91,away,2098,東総合
20,02.18,三遠,win,80,横浜,79,home,1607,豊橋
20,02.18,横浜,lose,79,三遠,80,away,1607,豊橋
20,02.18,三河,win,72,富山,70,home,2759,WA刈谷
20,02.18,富山,lose,70,三河,72,away,2759,WA刈谷
20,02.18,滋賀,win,73,大阪,64,home,2527,ウカル
20,02.18,大阪,lose,64,滋賀,73,away,2527,ウカル
20,02.18,栃木,win,78,島根,45,home,3936,ブレアリ
20,02.18,島根,lose,45,栃木,78,away,3936,ブレアリ
20,02.18,千葉,win,79,A東京,69,home,5345,船橋
20,02.18,A東京,lose,69,千葉,79,away,5345,船橋
21,03.02,琉球,win,78,大阪,66,home,3131,沖縄市
21,03.02,大阪,lose,66,琉球,78,away,3131,沖縄市
21,03.03,新潟,win,99,A東京,92,home,2522,アオーレ
21,03.03,A東京,lose,92,新潟,99,away,2522,アオーレ
21,03.03,琉球,win,60,大阪,52,home,3302,沖縄市
21,03.03,大阪,lose,52,琉球,60,away,3302,沖縄市
21,03.03,千葉,win,89,SR渋谷,48,home,5114,船橋
21,03.03,SR渋谷,lose,48,千葉,89,away,5114,船橋
21,03.03,横浜,lose,75,川崎,105,home,3421,横浜国プ
21,03.03,川崎,win,105,横浜,75,away,3421,横浜国プ
21,03.03,富山,lose,63,名古屋D,84,home,2522,富山市総
21,03.03,名古屋D,win,84,富山,63,away,2522,富山市総
21,03.03,滋賀,lose,66,三河,78,home,2226,ウカル
21,03.03,三河,win,78,滋賀,66,away,2226,ウカル
21,03.03,京都,win,94,栃木,77,home,3062,ハンアリ
21,03.03,栃木,lose,77,京都,94,away,3062,ハンアリ
21,03.03,島根,lose,54,三遠,85,home,2078,松江総体
21,03.03,三遠,win,85,島根,54,away,2078,松江総体
21,03.04,富山,lose,68,名古屋D,80,home,3010,富山市総
21,03.04,名古屋D,win,80,富山,68,away,3010,富山市総
21,03.04,島根,lose,71,三遠,76,home,2131,松江総体
21,03.04,三遠,win,76,島根,71,away,2131,松江総体
21,03.04,横浜,lose,80,川崎,91,home,3361,横浜国プ
21,03.04,川崎,win,91,横浜,80,away,3361,横浜国プ
21,03.04,新潟,win,81,A東京,72,home,3482,アオーレ
21,03.04,A東京,lose,72,新潟,81,away,3482,アオーレ
21,03.04,滋賀,lose,92,三河,108,home,2628,ウカル
21,03.04,三河,win,108,滋賀,92,away,2628,ウカル
21,03.04,京都,win,90,栃木,86,home,3528,ハンアリ
21,03.04,栃木,lose,86,京都,90,away,3528,ハンアリ
21,03.04,千葉,win,93,SR渋谷,85,home,4777,船橋
21,03.04,SR渋谷,lose,85,千葉,93,away,4777,船橋
21,03.05,北海道,win,109,西宮,74,home,2833,北海きた
21,03.05,西宮,lose,74,北海道,109,away,2833,北海きた
21,03.06,北海道,win,89,西宮,60,home,3031,北海きた
21,03.06,西宮,lose,60,北海道,89,away,3031,北海きた
22,03.09,川崎,win,96,西宮,89,home,1901,とどろき
22,03.09,西宮,lose,89,川崎,96,away,1901,とどろき
22,03.09,大阪,win,99,富山,85,home,2883,府民共済
22,03.09,富山,lose,85,大阪,99,away,2883,府民共済
22,03.10,島根,lose,60,千葉,104,home,2135,米子産体
22,03.10,千葉,win,104,島根,60,away,2135,米子産体
22,03.10,京都,win,85,滋賀,69,home,1192,三重伊勢
22,03.10,滋賀,lose,69,京都,85,away,1192,三重伊勢
22,03.10,栃木,win,84,名古屋D,72,home,3592,ブレアリ
22,03.10,名古屋D,lose,72,栃木,84,away,3592,ブレアリ
22,03.10,大阪,win,92,富山,82,home,2868,府民共済
22,03.10,富山,lose,82,大阪,92,away,2868,府民共済
22,03.10,川崎,win,99,西宮,75,home,3469,とどろき
22,03.10,西宮,lose,75,川崎,99,away,3469,とどろき
22,03.10,A東京,win,87,SR渋谷,81,home,2609,立川立飛
22,03.10,SR渋谷,lose,81,A東京,87,away,2609,立川立飛
22,03.10,三遠,win,66,琉球,64,home,2237,豊橋
22,03.10,琉球,lose,64,三遠,66,away,2237,豊橋
22,03.10,横浜,lose,93,新潟,96,home,3111,横浜国プ
22,03.10,新潟,win,96,横浜,93,away,3111,横浜国プ
22,03.11,島根,lose,71,千葉,97,home,1912,安来市民
22,03.11,千葉,win,97,島根,71,away,1912,安来市民
22,03.11,横浜,lose,91,新潟,95,home,4562,横浜国プ
22,03.11,新潟,win,95,横浜,91,away,4562,横浜国プ
22,03.11,三遠,win,64,琉球,62,home,2113,豊橋
22,03.11,琉球,lose,62,三遠,64,away,2113,豊橋
22,03.11,京都,lose,86,滋賀,93,home,1148,三重伊勢
22,03.11,滋賀,win,93,京都,86,away,1148,三重伊勢
22,03.11,栃木,win,75,名古屋D,66,home,4144,ブレアリ
22,03.11,名古屋D,lose,66,栃木,75,away,4144,ブレアリ
22,03.11,A東京,win,75,SR渋谷,67,home,2747,立川立飛
22,03.11,SR渋谷,lose,67,A東京,75,away,2747,立川立飛
22,03.11,三河,win,81,北海道,80,home,2807,WA刈谷
22,03.11,北海道,lose,80,三河,81,away,2807,WA刈谷
22,03.12,三河,win,95,北海道,80,home,2553,WA刈谷
22,03.12,北海道,lose,80,三河,95,away,2553,WA刈谷
23,03.16,川崎,win,83,滋賀,60,home,2805,とどろき
23,03.16,滋賀,lose,60,川崎,83,away,2805,とどろき
23,03.17,名古屋D,win,79,横浜,62,home,2480,愛知県体
23,03.17,横浜,lose,62,名古屋D,79,away,2480,愛知県体
23,03.17,千葉,lose,71,栃木,73,home,5155,船橋
23,03.17,栃木,win,73,千葉,71,away,5155,船橋
23,03.17,西宮,lose,72,A東京,96,home,2687,加古川
23,03.17,A東京,win,96,西宮,72,away,2687,加古川
23,03.17,川崎,win,74,滋賀,60,home,4371,とどろき
23,03.17,滋賀,lose,60,川崎,74,away,4371,とどろき
23,03.17,三遠,win,88,新潟,66,home,1751,豊橋
23,03.17,新潟,lose,66,三遠,88,away,1751,豊橋
23,03.17,大阪,lose,79,京都,85,home,1926,府民共済
23,03.17,京都,win,85,大阪,79,away,1926,府民共済
23,03.17,北海道,lose,86,富山,98,home,3901,北海きた
23,03.17,富山,win,98,北海道,86,away,3901,北海きた
23,03.17,SR渋谷,lose,61,三河,74,home,3209,青山学院
23,03.17,三河,win,74,SR渋谷,61,away,3209,青山学院
23,03.17,琉球,win,77,島根,57,home,3298,沖縄市
23,03.17,島根,lose,57,琉球,77,away,3298,沖縄市
23,03.18,北海道,win,85,富山,76,home,4355,北海きた
23,03.18,富山,lose,76,北海道,85,away,4355,北海きた
23,03.18,SR渋谷,lose,77,三河,81,home,3369,青山学院
23,03.18,三河,win,81,SR渋谷,77,away,3369,青山学院
23,03.18,三遠,lose,73,新潟,85,home,2038,豊橋
23,03.18,新潟,win,85,三遠,73,away,2038,豊橋
23,03.18,名古屋D,win,73,横浜,71,home,3214,愛知県体
23,03.18,横浜,lose,71,名古屋D,73,away,3214,愛知県体
23,03.18,大阪,lose,82,京都,89,home,2467,府民共済
23,03.18,京都,win,89,大阪,82,away,2467,府民共済
23,03.18,千葉,win,85,栃木,66,home,5428,船橋
23,03.18,栃木,lose,66,千葉,85,away,5428,船橋
23,03.18,西宮,lose,51,A東京,79,home,3074,加古川
23,03.18,A東京,win,79,西宮,51,away,3074,加古川
23,03.18,琉球,win,82,島根,58,home,3301,沖縄市
23,03.18,島根,lose,58,琉球,82,away,3301,沖縄市
24,03.24,新潟,win,74,SR渋谷,69,home,3195,アオーレ
24,03.24,SR渋谷,lose,69,新潟,74,away,3195,アオーレ
24,03.24,名古屋D,win,86,大阪,70,home,2078,愛知県体
24,03.24,大阪,lose,70,名古屋D,86,away,2078,愛知県体
24,03.24,栃木,win,82,川崎,77,home,2826,県北
24,03.24,川崎,lose,77,栃木,82,away,2826,県北
24,03.24,千葉,win,100,三遠,86,home,4512,船橋
24,03.24,三遠,lose,86,千葉,100,away,4512,船橋
24,03.24,A東京,win,84,北海道,80,home,1987,立川立飛
24,03.24,北海道,lose,80,A東京,84,away,1987,立川立飛
24,03.24,横浜,lose,70,三河,92,home,3237,横浜国プ
24,03.24,三河,win,92,横浜,70,away,3237,横浜国プ
24,03.24,滋賀,win,75,西宮,68,home,1819,彦根市民
24,03.24,西宮,lose,68,滋賀,75,away,1819,彦根市民
24,03.24,琉球,lose,62,富山,69,home,2101,石垣市
24,03.24,富山,win,69,琉球,62,away,2101,石垣市
24,03.24,島根,lose,68,京都,83,home,1721,松江総体
24,03.24,京都,win,83,島根,68,away,1721,松江総体
24,03.25,琉球,win,92,富山,80,home,2216,石垣市
24,03.25,富山,lose,80,琉球,92,away,2216,石垣市
24,03.25,島根,lose,68,京都,78,home,1909,松江総体
24,03.25,京都,win,78,島根,68,away,1909,松江総体
24,03.25,A東京,lose,81,北海道,87,home,2832,立川立飛
24,03.25,北海道,win,87,A東京,81,away,2832,立川立飛
24,03.25,横浜,lose,74,三河,89,home,3653,横浜国プ
24,03.25,三河,win,89,横浜,74,away,3653,横浜国プ
24,03.25,新潟,lose,74,SR渋谷,84,home,3401,アオーレ
24,03.25,SR渋谷,win,84,新潟,74,away,3401,アオーレ
24,03.25,名古屋D,win,77,大阪,71,home,2102,愛知県体
24,03.25,大阪,lose,71,名古屋D,77,away,2102,愛知県体
24,03.25,滋賀,lose,70,西宮,76,home,2055,彦根市民
24,03.25,西宮,win,76,滋賀,70,away,2055,彦根市民
24,03.25,栃木,lose,58,川崎,75,home,2804,県北
24,03.25,川崎,win,75,栃木,58,away,2804,県北
24,03.25,千葉,win,97,三遠,55,home,5138,船橋
24,03.25,三遠,lose,55,千葉,97,away,5138,船橋
25,03.28,北海道,win,89,SR渋谷,72,home,3360,北海きた
25,03.28,SR渋谷,lose,72,北海道,89,away,3360,北海きた
25,03.28,川崎,lose,78,千葉,97,home,3812,とどろき
25,03.28,千葉,win,97,川崎,78,away,3812,とどろき
25,03.28,横浜,win,87,三遠,84,home,3212,横浜国プ
25,03.28,三遠,lose,84,横浜,87,away,3212,横浜国プ
25,03.28,富山,win,92,新潟,77,home,3031,富山市総
25,03.28,新潟,lose,77,富山,92,away,3031,富山市総
25,03.28,三河,win,91,名古屋D,90,home,3062,WA刈谷
25,03.28,名古屋D,lose,90,三河,91,away,3062,WA刈谷
25,03.28,京都,win,96,西宮,78,home,1697,ハンアリ
25,03.28,西宮,lose,78,京都,96,away,1697,ハンアリ
25,03.28,大阪,lose,53,琉球,72,home,2528,住吉SC
25,03.28,琉球,win,72,大阪,53,away,2528,住吉SC
25,03.28,島根,lose,74,滋賀,85,home,1776,松江総体
25,03.28,滋賀,win,85,島根,74,away,1776,松江総体
25,03.28,A東京,win,90,栃木,78,home,3064,立川立飛
25,03.28,栃木,lose,78,A東京,90,away,3064,立川立飛
26,03.30,SR渋谷,lose,64,栃木,87,home,2420,墨田区
26,03.30,栃木,win,87,SR渋谷,64,away,2420,墨田区
26,03.30,川崎,lose,71,A東京,80,home,2824,とどろき
26,03.30,A東京,win,80,川崎,71,away,2824,とどろき
26,03.31,名古屋D,lose,66,滋賀,82,home,1981,PA小牧
26,03.31,滋賀,win,82,名古屋D,66,away,1981,PA小牧
26,03.31,富山,lose,88,横浜,97,home,2458,富山市総
26,03.31,横浜,win,97,富山,88,away,2458,富山市総
26,03.31,SR渋谷,lose,64,栃木,76,home,2555,墨田区
26,03.31,栃木,win,76,SR渋谷,64,away,2555,墨田区
26,03.31,三遠,lose,52,三河,84,home,1909,豊橋
26,03.31,三河,win,84,三遠,52,away,1909,豊橋
26,03.31,川崎,win,89,A東京,73,home,3926,とどろき
26,03.31,A東京,lose,73,川崎,89,away,3926,とどろき
26,03.31,大阪,win,74,新潟,69,home,2849,府民共済
26,03.31,新潟,lose,69,大阪,74,away,2849,府民共済
26,03.31,北海道,lose,72,千葉,103,home,4015,北海きた
26,03.31,千葉,win,103,北海道,72,away,4015,北海きた
26,03.31,京都,lose,70,琉球,75,home,2430,ハンアリ
26,03.31,琉球,win,75,京都,70,away,2430,ハンアリ
26,03.31,西宮,lose,75,島根,94,home,1941,西宮中央
26,03.31,島根,win,94,西宮,75,away,1941,西宮中央
26,04.01,富山,win,84,横浜,82,home,2858,富山市総
26,04.01,横浜,lose,82,富山,84,away,2858,富山市総
26,04.01,北海道,lose,88,千葉,106,home,4760,北海きた
26,04.01,千葉,win,106,北海道,88,away,4760,北海きた
26,04.01,三遠,lose,89,三河,92,home,3908,豊橋
26,04.01,三河,win,92,三遠,89,away,3908,豊橋
26,04.01,名古屋D,lose,66,滋賀,82,home,2072,PA小牧
26,04.01,滋賀,win,82,名古屋D,66,away,2072,PA小牧
26,04.01,京都,lose,65,琉球,76,home,4207,ハンアリ
26,04.01,琉球,win,76,京都,65,away,4207,ハンアリ
26,04.01,大阪,win,107,新潟,85,home,3318,府民共済
26,04.01,新潟,lose,85,大阪,107,away,3318,府民共済
26,04.01,西宮,win,69,島根,61,home,2238,西宮中央
26,04.01,島根,lose,61,西宮,69,away,2238,西宮中央
27,04.07,琉球,lose,69,川崎,83,home,3389,沖縄市
27,04.07,川崎,win,83,琉球,69,away,3389,沖縄市
27,04.07,栃木,win,73,北海道,69,home,3476,ブレアリ
27,04.07,北海道,lose,69,栃木,73,away,3476,ブレアリ
27,04.07,千葉,win,96,三河,77,home,5283,船橋
27,04.07,三河,lose,77,千葉,96,away,5283,船橋
27,04.07,横浜,win,88,西宮,50,home,1889,トッ平総
27,04.07,西宮,lose,50,横浜,88,away,1889,トッ平総
